,predicted,measured,residual
2026-09-21 09:15:00,75.67815374659426,74.11041764749044,-1.5677360991038256
2026-09-21 09:30:00,76.59107993543815,75.5285310963194,-1.0625488391187474
2026-09-21 09:45:00,77.33816959109213,77.49565857978743,0.15748898869530592
2026-09-21 10:00:00,77.94709579673645,78.53786906073277,0.5907732639963257
2026-09-21 10:15:00,78.44169693236302,78.57879155731499,0.13709462495197045
2026-09-21 10:30:00,78.8424976447838,78.74997901887322,-0.09251862591058568
2026-09-21 10:45:00,79.16716082811134,78.9262778716399,-0.2408829564714381
2026-09-21 11:00:00,79.43087978034968,78.24806218805574,-1.1828175922939437
2026-09-21 11:15:00,79.64671847830192,79.07084311158616,-0.5758753667157634
2026-09-21 11:30:00,79.82590685259414,79.45739583582632,-0.36851101676782605
2026-09-21 11:45:00,79.97809702558278,80.82379480655791,0.8456977809751294
2026-09-21 12:00:00,80.11158567847176,80.38648031012653,0.27489463165477446
2026-09-21 12:15:00,80.23350702383655,78.82307489954637,-1.4104321242901818
2026-09-21 12:30:00,80.35000026181113,80.60926743732696,0.2592671755158307
2026-09-21 12:45:00,80.46635488019425,80.15828905586119,-0.30806582433305607
2026-09-21 13:00:00,80.58713671005147,80.0455991098067,-0.5415376002447658
2026-09-21 13:15:00,80.71629725981565,81.20563829088834,0.4893410310726978
2026-09-21 13:30:00,80.85726851442979,81.68206813242655,0.82479961799676
2026-09-21 13:45:00,81.01304509480143,81.75806919009439,0.7450240952929619
2026-09-21 14:00:00,81.18625542073295,88.51488140215484,7.328625981421894
2026-09-21 14:15:00,81.33484926892554,81.08747936824457,-0.24736990068096532
2026-09-21 14:30:00,81.46680626053998,81.73181700566283,0.2650107451228507
2026-09-21 14:45:00,81.58911428316149,82.36955038485938,0.7804361016978874
2026-09-21 15:00:00,81.70791383842268,81.32457444814645,-0.38333939027623387
2026-09-21 15:15:00,81.82862293362959,81.68009575229854,-0.1485271813310476
2026-09-21 15:30:00,81.95604507703747,81.07097709783265,-0.8850679792048197
2026-09-21 15:45:00,82.09446259834179,81.13749729907725,-0.9569652992645388
2026-09-21 16:00:00,82.24771722312394,82.8977378810393,0.6500206579153627
2026-09-21 16:15:00,82.41927957635617,83.50427159921283,1.0849920228566532
2026-09-21 16:30:00,82.61230907036028,82.55470097309602,-0.0576080972642643
2026-09-21 16:45:00,82.82970544226411,83.63253176057773,0.8028263183136204
2026-09-21 17:00:00,83.07415304104593,83.36346186108403,0.28930882003810154
2026-09-21 17:15:00,83.34815882126206,82.83206301757797,-0.5160958036840952
2026-09-21 17:30:00,83.65408487653997,83.9432013609467,0.2891164844067333
2026-09-21 17:45:00,83.99417623830465,85.22460549147742,1.2304292531727725
2026-09-21 18:00:00,84.37058457175726,84.3419237404693,-0.02866083128796504
2026-09-21 18:15:00,82.18767695904498,83.43939188369619,1.2517149246512105
2026-09-21 18:30:00,80.27569071064093,78.17989462736914,-2.095796083271793
2026-09-21 18:45:00,78.59856649395985,79.25608849746003,0.6575220035001763
2026-09-21 19:00:00,77.12504526602999,77.19468292062052,0.06963765459053661
2026-09-21 19:15:00,75.82802924885723,75.58882336848454,-0.23920588037269397
2026-09-21 19:30:00,74.68402797309095,74.75743659431934,0.07340862122839553
2026-09-21 19:45:00,73.6726780655204,72.08262293383969,-1.5900551316807139
2026-09-21 20:00:00,72.77632696346845,72.60058945319844,-0.17573751027001094
2026-09-21 20:15:00,71.97967204599934,72.26536210320873,0.28569005720939344
2026-09-21 20:30:00,71.26944780473818,72.45176304053139,1.1823152357932116
2026-09-21 20:45:00,70.63415465916795,70.21953848454903,-0.41461617461891365
2026-09-21 21:00:00,70.06382387260379,69.41702899028924,-0.646794882314552
2026-09-21 21:15:00,69.54981376304656,69.14840812817893,-0.40140563486762915
2026-09-21 21:30:00,69.08463304287562,69.81695473703728,0.732321694161655
2026-09-21 21:45:00,68.66178767593287,68.92478856366061,0.2630008877277419
2026-09-21 22:00:00,68.27564812131331,67.85183995829968,-0.4238081630136321
2026-09-21 22:15:00,67.92133424994117,68.33194819643185,0.4106139464906846
2026-09-21 22:30:00,67.59461558129314,67.67227762077157,0.07766203947842598
2026-09-21 22:45:00,67.29182480081857,68.06674079324489,0.7749159924263154
2026-09-21 23:00:00,67.00978279010242,66.44814031500054,-0.5616424751018769
2026-09-21 23:15:00,66.7457336371703,66.48360391989209,-0.26212971727821355
2026-09-21 23:30:00,66.49728829835843,66.18360177585271,-0.31368652250571927
2026-09-21 23:45:00,66.26237576003363,65.09156380152794,-1.1708119585056949
